https://www.wayfair.com/kitchen-tabletop/pdp/dash-mixers-6-speed-25-qt-stand-mixer-aaqp1007.html;DASH Mixers 6 Speed 2.5 Qt. Stand Mixer;DASH;49.99;AAQP1007;Free Shipping;DCSM250
https://www.wayfair.com/kitchen-tabletop/pdp/dash-clear-view-toaster-w002130254.html;Dash Clear View Toaster;DASH;49.99;W002130254;Free Shipping;DVTS501
https://www.wayfair.com/shop-product-type/pdp/dash-2qt-compact-air-fryer-aaqp1049.html;Dash 2Qt Compact Air Fryer;DASH;49.99;AAQP1049;Free Shipping;DCAF150GBAQ02
https://www.wayfair.com/shop-product-type/pdp/dash-6-quart-family-size-air-fryer-aaqp1129.html;Dash 6 Quart Family Size Air Fryer;DASH;99.99;AAQP1129;Free Shipping;DFAF460GBRD01
https://www.wayfair.com/kitchen-tabletop/pdp/dash-compact-cold-press-power-juicer-aaqp1140.html;Dash Compact Cold Press Power Juicer;DASH;73.99;AAQP1140;Free Shipping;DCSJ200GB06
https://www.wayfair.com/shop-product-type/pdp/dash-express-26-quart-tasti-crisp-air-fryer-aaqp1133.html;Dash Express 2.6 Quart Tasti-Crisp Air Fryer;DASH;49.94;AAQP1133;Free Shipping;DCAF120GB02
https://www.wayfair.com/kitchen-tabletop/pdp/dash-everyday-griddle-aaqp1126.html;Dash Everyday Griddle;DASH;39.99;AAQP1126;Free Shipping;DEG200GB01
https://www.wayfair.com/kitchen-tabletop/pdp/dash-rapid-6-egg-cooker-toj1040.html;Dash Rapid 6 Egg Cooker;DASH;19.99;TOJ1040;;DEC005PK
https://www.wayfair.com/kitchen-tabletop/pdp/dash-2-cup-mini-rice-cooker-aaqp1034.html;Dash 2 Cup Mini Rice Cooker;DASH;24.99;AAQP1034;;DRCM200
https://www.wayfair.com/kitchen-tabletop/pdp/dash-dual-citrus-juicer-toj1044.html;Dash Dual Citrus Juicer;DASH;19.99;TOJ1044;;JB065
https://www.wayfair.com/shop-product-type/pdp/dash-2-qt-compact-air-fryer-3-piece-accessory-set-aaqp1093.html;Dash 2 Qt. Compact Air Fryer 3 Piece Accessory Set;DASH;17.65;AAQP1093;;DCAF150UP1
https://www.wayfair.com/kitchen-tabletop/pdp/dash-fresh-16-cooked-cup-hot-air-popcorn-popper-aaqp1106.html;Fresh 16 Cooked Cup Hot Air Popcorn Popper;DASH;24.99;AAQP1106;;DAPP150V204
https://www.wayfair.com/shop-product-type/pdp/dash-family-air-fryer-3-piece-accessory-set-aaqp1094.html;Dash Family Air Fryer 3 Piece Accessory Set;DASH;29.99;AAQP1094;;DFAF450UP1
https://www.wayfair.com/kitchen-tabletop/pdp/dash-5-speed-35-qt-stand-mixer-aaqp1138.html;DASH 5 Speed 3.5 Qt. Stand Mixer;DASH;55.99;AAQP1138;Free Shipping;DCSM350GBBK02
https://www.wayfair.com/browse-by-brand/pdp/dash-14-family-size-rapid-skillet-aaqp1090.html;"Dash 14"" Family Size Rapid Skillet";DASH;49.99;AAQP1090;Free Shipping;DRG214AQ / DRG214RD
